k/n,10,20,30,40,50
1000,0.5448588132858276,0.5515322208404541,0.5873806556065877,0.6697569072246552,0.5345461273193359
1500,1.2626103639602662,1.3536277055740356,2.0292393525441486,2.102712470293045,1.5449571466445924
2000,2.8539650201797486,2.5956891536712647,2.5132096290588377,2.6151734709739687,2.5641290855407717
2500,4.63546929359436,4.538745045661926,4.723862536748251,4.416558969020843,3.822472071647644
3000,5.866675472259521,6.2608355522155765,5.627781820297241,5.959804111719132,5.8566491985321045
3500,8.973483347892762,9.704535639286041,8.815379206339518,8.76837939620018,8.886096034049988
